Week,Player,Position,Game,Points,Pass_Attempts,Pass_Completions,Yards,TD,INT,Two_Pass,Rush_Attempt,Rush_Yards,Rush_TD,Two_Rush,Receptions,Rec_Yards,Rec_TD,Two_Rec,FL,TD
2,Jacob Hollister,TE,NE@JAX,3,0,0,0,0,0,0,0,0,0,0,3,35,0,0,0,0
2,Chris Herndon IV,TE,MIA@NYJ,3,0,0,0,0,0,0,0,0,0,0,2,30,0,0,0,0
2,Nick Vannett,TE,SEA@CHI,2,0,0,0,0,0,0,0,0,0,0,3,23,0,0,0,0
2,Eric Tomlinson,TE,MIA@NYJ,2,0,0,0,0,0,0,0,0,0,0,1,24,0,0,0,0
2,David Njoku,TE,CLE@NO,2,0,0,0,0,0,0,0,0,0,0,4,20,0,0,0,0
2,Vance McDonald,TE,KC@PIT,2,0,0,0,0,0,0,0,0,0,0,3,26,0,0,0,0
2,George Kittle,TE,DET@SF,2,0,0,0,0,0,0,0,0,0,0,2,22,0,0,0,0
2,Tyler Eifert,TE,BAL@CIN,2,0,0,0,0,0,0,0,0,0,0,2,23,0,0,0,0
2,Jack Doyle,TE,IND@WAS,2,0,0,0,0,0,0,0,0,0,0,2,20,0,0,0,0
2,Charles Clay,TE,LAC@BUF,2,0,0,0,0,0,0,0,0,0,0,2,29,0,0,0,0
2,Nick Boyle,TE,BAL@CIN,2,0,0,0,0,0,0,0,0,0,0,2,26,0,0,0,0
2,Jordan Akins,TE,HOU@TEN,2,0,0,0,0,0,0,0,0,0,0,2,21,0,0,0,0
2,Luke Willson,TE,DET@SF,1,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0
2,Benjamin Watson,TE,CLE@NO,1,0,0,0,0,0,0,0,0,0,0,3,19,0,0,0,0
2,Ian Thomas,TE,CAR@ATL,1,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0
2,Luke Stocker,TE,HOU@TEN,1,0,0,0,0,0,0,0,0,0,0,2,15,0,0,0,0
2,Ricky Seals-Jones,TE,ARI@LA,1,0,0,0,0,0,0,0,0,0,0,4,17,0,0,0,0
2,Logan Paulsen,TE,CAR@ATL,1,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0
2,James O'Shaughnessy,TE,NE@JAX,1,0,0,0,0,0,0,0,0,0,0,1,17,0,0,0,0
2,David Morgan,TE,MIN@GB,1,0,0,0,0,0,0,0,0,0,0,2,19,0,0,0,0
2,Tyler Kroft,TE,BAL@CIN,1,0,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0
2,Jeff Heuerman,TE,OAK@DEN,1,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0
2,Rob Gronkowski,TE,NE@JAX,1,0,0,0,0,0,0,0,0,0,0,2,15,0,0,0,0
2,Ryan Griffin,TE,HOU@TEN,1,0,0,0,0,0,0,0,0,0,0,1,19,0,0,0,0
2,Darren Fells,TE,CLE@NO,1,0,0,0,0,0,0,0,0,0,0,2,15,0,0,0,0
2,Gerald Everett,TE,ARI@LA,1,0,0,0,0,0,0,0,0,0,0,1,17,0,0,0,0
2,Logan Thomas,TE,LAC@BUF,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0
2,Lance Kendricks,TE,MIN@GB,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
2,Josh Hill,TE,CLE@NO,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0
2,Rhett Ellison,TE,NYG@DAL,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0
2,Vernon Davis,TE,IND@WAS,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0
2,Jason Croom,TE,LAC@BUF,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0
3,Vance McDonald,TE,PIT@TB,17,0,0,0,0,0,0,0,0,0,0,4,112,1,0,0,0
3,Dallas Goedert,TE,IND@PHI,13,0,0,0,0,0,0,0,0,0,0,7,73,1,0,0,0
3,Travis Kelce,TE,SF@KC,11,0,0,0,0,0,0,0,0,0,0,8,114,0,0,0,0
3,Kyle Rudolph,TE,BUF@MIN,10,0,0,0,0,0,0,0,0,0,0,5,48,1,0,0,0
3,Ricky Seals-Jones,TE,CHI@ARI,9,0,0,0,0,0,0,0,0,0,0,1,35,1,0,0,0
3,George Kittle,TE,SF@KC,9,0,0,0,0,0,0,0,0,0,0,5,79,0,1,0,0
3,Rhett Ellison,TE,NYG@HOU,9,0,0,0,0,0,0,0,0,0,0,3,39,1,0,0,0
3,Cameron Brate,TE,PIT@TB,9,0,0,0,0,0,0,0,0,0,0,3,34,1,0,0,0
3,Jason Croom,TE,BUF@MIN,8,0,0,0,0,0,0,0,0,0,0,1,26,1,0,0,0
3,Benjamin Watson,TE,NO@ATL,7,0,0,0,0,0,0,0,0,0,0,5,71,0,0,0,0
3,C.J. Uzomah,TE,CIN@CAR,7,0,0,0,0,0,0,0,0,0,0,2,19,1,0,0,0
3,O.J. Howard,TE,PIT@TB,7,0,0,0,0,0,0,0,0,0,0,6,72,0,0,0,0
3,Demetrius Harris,TE,SF@KC,7,0,0,0,0,0,0,0,0,0,0,1,13,1,0,0,0
3,Zach Ertz,TE,IND@PHI,7,0,0,0,0,0,0,0,0,0,0,5,73,0,0,0,0
3,Tyler Eifert,TE,CIN@CAR,7,0,0,0,0,0,0,0,0,0,0,6,74,0,0,0,0
3,Vernon Davis,TE,GB@WAS,7,0,0,0,0,0,0,0,0,0,0,2,70,0,0,0,0
3,Jordan Reed,TE,GB@WAS,6,0,0,0,0,0,0,0,0,0,0,4,65,0,0,0,0
3,Jordan Thomas,TE,NYG@HOU,5,0,0,0,0,0,0,0,0,0,0,2,53,0,0,0,0
3,Rob Gronkowski,TE,NE@DET,5,0,0,0,0,0,0,0,0,0,0,4,51,0,0,0,0
3,Trey Burton,TE,CHI@ARI,5,0,0,0,0,0,0,0,0,0,0,4,55,0,0,0,0
3,Mark Andrews,TE,DEN@BAL,5,0,0,0,0,0,0,0,0,0,0,2,59,0,0,0,0
3,Geoff Swaim,TE,DAL@SEA,4,0,0,0,0,0,0,0,0,0,0,5,47,0,0,0,0
3,Austin Hooper,TE,NO@ATL,4,0,0,0,0,0,0,0,0,0,0,3,23,0,1,0,0
3,Ryan Griffin,TE,NYG@HOU,4,0,0,0,0,0,0,0,0,0,0,2,44,0,0,0,0
3,Jimmy Graham,TE,GB@WAS,4,0,0,0,0,0,0,0,0,0,0,5,45,0,0,0,0
3,Antonio Gates,TE,LAC@LA,4,0,0,0,0,0,0,0,0,0,0,3,45,0,0,0,0
3,David Njoku,TE,NYJ@CLE,3,0,0,0,0,0,0,0,0,0,0,2,36,0,0,0,0
3,Tyler Higbee,TE,LAC@LA,3,0,0,0,0,0,0,0,0,0,0,2,35,0,0,0,0
3,Mike Gesicki,TE,OAK@MIA,3,0,0,0,0,0,0,0,0,0,0,3,31,0,0,0,0
3,Eric Ebron,TE,IND@PHI,3,0,0,0,0,0,0,0,0,0,0,5,33,0,0,0,0
3,Jared Cook,TE,OAK@MIA,3,0,0,0,0,0,0,0,0,0,0,5,31,0,0,0,0
3,Nick Vannett,TE,DAL@SEA,2,0,0,0,0,0,0,0,0,0,0,4,27,0,0,0,0
3,Ian Thomas,TE,CIN@CAR,2,0,0,0,0,0,0,0,0,0,0,3,20,0,0,0,0
3,Luke Willson,TE,NE@DET,1,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0
3,Eric Tomlinson,TE,NYJ@CLE,1,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0
3,Luke Stocker,TE,TEN@JAX,1,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0
3,Austin Seferian-Jenkins,TE,TEN@JAX,1,0,0,0,0,0,0,0,0,0,0,3,18,0,0,0,0
3,Joshua Perkins,TE,IND@PHI,1,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0
3,Logan Paulsen,TE,NO@ATL,1,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0
3,Tyler Kroft,TE,CIN@CAR,1,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0
3,Josh Hill,TE,NO@ATL,1,0,0,0,0,0,0,0,0,0,0,1,17,0,0,0,0
3,Evan Engram,TE,NYG@HOU,1,0,0,0,0,0,0,0,0,0,0,1,19,0,0,0,0
3,A.J. Derby,TE,OAK@MIA,1,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0
