Week,Player,Position,Game,Points,Pass_Attempts,Pass_Completions,Yards,TD,INT,Two_Pass,Rush_Attempt,Rush_Yards,Rush_TD,Two_Rush,Receptions,Rec_Yards,Rec_TD,Two_Rec,FL,TD
2,Quincy Enunwa,WR,MIA@NYJ,9,0,0,0,0,0,0,0,0,0,0,7,92,0,0,0,0
2,Robert Woods,WR,ARI@LA,8,0,0,0,0,0,0,0,0,0,0,6,81,0,0,0,0
2,Mike Williams,WR,LAC@BUF,8,0,0,0,0,0,0,0,0,0,0,2,27,1,0,0,0
2,Laquon Treadwell,WR,MIN@GB,8,0,0,0,0,0,0,0,0,0,0,2,23,1,0,0,0
2,Allen Robinson,WR,SEA@CHI,8,0,0,0,0,0,0,0,0,0,0,10,83,0,0,0,0
2,Terrelle Pryor,WR,MIA@NYJ,8,0,0,0,0,0,0,0,0,0,0,4,84,0,0,0,0
2,James Washington,WR,KC@PIT,7,0,0,0,0,0,0,0,0,0,0,1,14,1,0,0,0
2,Anthony Miller,WR,SEA@CHI,7,0,0,0,0,0,0,0,0,0,0,2,11,1,0,0,0
2,Devin Funchess,WR,CAR@ATL,7,0,0,0,0,0,0,0,0,0,0,7,77,0,0,0,0
2,Kelvin Benjamin,WR,LAC@BUF,7,0,0,0,0,0,0,0,0,0,0,2,19,1,0,0,0
2,Demarcus Robinson,WR,KC@PIT,6,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0
2,Paul Richardson,WR,IND@WAS,6,0,0,0,0,0,0,0,0,0,0,4,63,0,0,0,0
2,Jarvis Landry,WR,CLE@NO,6,0,0,0,0,0,0,0,0,0,0,5,69,0,0,0,0
2,Cooper Kupp,WR,ARI@LA,6,0,0,0,0,0,0,0,0,0,0,6,63,0,0,0,0
2,Zay Jones,WR,LAC@BUF,6,0,0,0,0,0,0,0,0,0,0,2,63,0,0,0,0
2,Julio Jones,WR,CAR@ATL,6,0,0,0,0,0,0,0,0,0,0,5,64,0,0,0,0
2,Chris Conley,WR,KC@PIT,6,0,0,0,0,0,0,0,0,0,0,2,17,1,0,1,0
2,Antonio Brown,WR,KC@PIT,6,0,0,0,0,0,0,0,0,0,0,9,67,0,0,0,0
2,Kendrick Bourne,WR,DET@SF,6,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0
