Week,Player,Position,Game,Points,XPA,XPM,FGA,FGM,fifty
16,Wil Lutz,K,PIT@NO,7,4,4,2,1,0
16,Stephen Hauschka,K,BUF@NE,6,0,0,3,2,0
16,Stephen Gostkowski,K,BUF@NE,6,3,3,1,1,0
16,Ka'imi Fairbairn,K,HOU@PHI,6,4,3,1,1,0
16,Chandler Catanzaro,K,ATL@CAR,6,1,1,1,1,1
16,Randy Bullock,K,CIN@CLE,6,1,1,1,1,1
16,Matt Bryant,K,ATL@CAR,6,3,3,1,1,0
16,Kai Forbath,K,JAX@MIA,5,2,2,2,1,0
16,Adam Vinatieri,K,NYG@IND,4,4,4,0,0,0
16,Michael Badgley,K,BAL@LAC,4,1,1,1,1,0
16,Zane Gonzalez,K,LA@ARI,3,1,0,2,1,0
16,Cody Parkey,K,CHI@SF,2,2,2,1,0,0
16,Brandon McManus,K,DEN@OAK,2,2,2,1,0,0
16,Jason Sanders,K,JAX@MIA,1,1,1,1,0,0
17,Greg Zuerlein,K,SF@LA,14,6,6,2,2,1
17,Justin Tucker,K,CLE@BAL,14,2,2,4,4,0
17,Zane Gonzalez,K,ARI@SEA,14,1,1,3,3,2
17,Matt Prater,K,DET@GB,13,4,4,1,1,0
17,Adam Vinatieri,K,IND@TEN,11,4,3,2,2,1
17,Chandler Catanzaro,K,CAR@NO,11,4,3,2,2,1
17,Matthew McCrane,K,CIN@PIT,10,1,1,3,3,0
17,Matt Bryant,K,ATL@TB,10,4,4,2,2,0
17,Aldrick Rosas,K,DAL@NYG,9,3,3,2,2,0
17,Sebastian Janikowski,K,ARI@SEA,9,3,3,2,2,0
17,Cairo Santos,K,ATL@TB,8,2,2,2,2,0
17,Stephen Gostkowski,K,NYJ@NE,8,5,5,1,1,0
17,Ka'imi Fairbairn,K,JAX@HOU,8,2,2,2,2,0
17,Randy Bullock,K,CIN@PIT,7,1,1,2,2,0
17,Greg Joseph,K,CLE@BAL,6,3,3,2,1,0
17,Stephen Hauschka,K,MIA@BUF,6,6,6,1,0,0
17,Robbie Gould,K,SF@LA,6,3,3,1,1,0
17,Jake Elliott,K,PHI@WAS,6,3,3,1,1,0
17,Ryan Succop,K,IND@TEN,5,2,2,1,1,0
17,Jason Sanders,K,MIA@BUF,5,2,2,1,1,0
17,Daniel Carlson,K,OAK@KC,5,0,0,1,1,1
17,Harrison Butker,K,OAK@KC,5,5,5,0,0,0
17,Cody Parkey,K,CHI@MIN,4,2,1,1,1,0
17,Brett Maher,K,DAL@NYG,4,4,4,1,0,0
17,Dan Bailey,K,CHI@MIN,4,1,1,1,1,0
17,Jason Myers,K,NYJ@NE,3,0,0,1,1,0
17,Brandon McManus,K,LAC@DEN,3,0,0,1,1,0
17,Kai Forbath,K,JAX@HOU,3,0,0,1,1,0
17,Michael Badgley,K,LAC@DEN,3,3,3,0,0,0
17,Wil Lutz,K,CAR@NO,2,2,2,0,0,0
17,Tress Way,K,PHI@WAS,0,0,0,0,0,0
